Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
RunCase,Chrome 66.0.3359.117,,2018-05-12 12:26:31,2018-05-12 12:26:48,17.594s,PASSED
,,,,,,
Test Cases/DemoCase,Chrome 66.0.3359.117,,2018-05-12 12:26:32,2018-05-12 12:26:48,16.666s,PASSED
openBrowser,Chrome 66.0.3359.117,,2018-05-12 12:26:32,2018-05-12 12:26:48,15.088s,PASSED
closeBrowser,Chrome 66.0.3359.117,,2018-05-12 12:26:48,2018-05-12 12:26:48,0.747s,PASSED
